Expected Key,Expected Value,
domain,"www.nbcconnecticut.com",
market-site-key,"har",
launch-image-name,"LaunchImage-har",
ugc-partition-id,"bf2a8d7f-cdbe-4cbb-b2e7-160474ed63cb",
video-autoplay,"true",
push-notification-url-key,"eid",
push-notification-flag-key,"vdo",
comscore-app-name,"NBC Connecticut (Mobile App)",
web-links_search_title,"Search",
web-links_search_url,"/results/?disableHeader=true&disableDownloadApp=true",
web-links_send-feedback_url,"/send-feedback/?disableHeader=true&disableDownloadApp=true",
web-links_settings-privacy-policy_title,"Privacy Policy",
web-links_settings-privacy-policy_url,"/privacy/?disableHeader=true&disableDownloadApp=true",
web-links_traffic_url,"/templates/mobilesite_web_traffic_gmap?app=y",
web-links_tv-listings_title,"TV Listings",
web-links_tv-listings_url,"http://titantv.mobi/wvit",
web-links_tve_url,"/templates/nbc_app",
web-links_weather-alerts_url,"/weather/severe-weather-alerts/?disableHeader=true&disableDownloadApp=true",
web-links_weather-school-closings_url,"/weather/school-closings/?disableHeader=true&disableDownloadApp=true",
advertising_display_network-id,"/2620",
advertising_display_echo-transition-delay,"3.0",
echo-transition-delay,"3.0",
advertising_splash_enabled,"true",
advertising_splash_ad-unit-level2,"/index",
advertising_splash_request-timeout,"1.5",
advertising_splash_display-duration,"3.0",
advertising_splash_target-width,"640",
advertising_splash_target-height,"1136",
advertising_splash_scaling-x,"0.5",
advertising_splash_scaling-y,"0.5",
scaling-y,"0.5",
advertising_video_network-id,"/2620",
advertising_video_direct-sold-target-width,"384",
advertising_video_direct-sold-target-height,"288",
advertising_video_backfill-target-width,"320",
advertising_video_backfill-target-height,"200",
advertising_video_backfill-app-id,"466544",
backfill-app-id,"466544",
wsi-map-id,"0019",
wsi-market-default-layer,"",
weather-branding,"http://media.nbcconnecticut.com/images/WeatherBrand_%@.png",
iteam-branding,"http://media.nbcconnecticut.com/images/ITEAMBrand-%@.png",
alerts,"/apps/news-app/alerts/",
ugctemplets,"/templates/CJUpload",
breaking,"/apps/news-app/breaking/modules/?c=y",
home,"/apps/news-app/home/modules/",
home-investigation,"/apps/news-app/investigations/modules/",
facebook-comments-script,"http://connect.facebook.net/en_US/all.js#xfbml=1",
navigation,"/apps/news-app/navigation/",
settings-terms-of-use,"/apps/news-app/modules/settings/terms-of-use/",
settings-terms-of-service,"/apps/news-app/modules/settings/terms-of-service/",
settings-closed-captioning-faq,"/apps/news-app/modules/settings/closed-captioning-faq/",
submit-media,"http://api.celljournalist.com/Media/VendorUpload",
trending,"/apps/news-app/trending/",
weather-forcast-video,"/apps/news-app/modules/weather/video/",
weather-forcast-story,"/apps/news-app/weather/forecast/modules/",
weather-maps,"/apps/news-app/content/gallery/weather-maps/",
advertising-display,"http://pubads.g.doubleclick.net/gampad/adx",
advertising-video,"http://pubads.g.doubleclick.net/gampad",
home-top-stories," http://%@/apps/news-app/?location=/home/top-stories ",
content,"/apps/news-app/content/?contentId=%@",
gallery,"/apps/news-app/content/gallery/?contentId=%@",
recommended,"http://odb.outbrain.com/utils/get?url=%@&widgetJSId=%@&key=%@&idx=%@&user=%@&format=vjnc",
related,"/apps/news-app/content/related/?contentId=%@",
weather-conditions-icon,"http://media.nbcconnecticut.com/designimages/ots_%@_wx_%@.png",
weather-forcast,"http://services.intellicast.com/200904-01/274135753/Weather/Report/%@?filter=1,3,4,9&Days=7&hours=24",
weather-wsi-forcast,"http://data-services.wsi.com/200904-01/274135753/Weather/Report/%@/%@?filter=1,3,4,9&hours=24&Days=10",
weather-location-lookup,"http://services.intellicast.com/200904-01/274135753/Locations/Cities/%@",
title,"TV Listings",
report-suite-ids,"nbcunbcotsappdivision,nbcunbcotsappconnecticut",
tracking-server,"oimg.nbcuni.com",
app-section-server-name,"nbcconnecticut",
page-view-event,"event1",
link-type,"o",
station-division,"nbc",
station-business-unit,"HAR",
station-call-sign,"WVIT",
station-market,"HAR",
ad-unit-level1,"/ots_mobile/wvit_app",
fw_ssid,"ots_wvit",
stage,"false",
article-interstitial,"5",
gallery-interstitial,"5",
default-iab-category-tier1,"News",
network-id,"/2620",
enabled,"true",
ad-unit-level2,"/index",
request-timeout,"1.5",
display-duration,"3.0",
target-width,"640",
target-height,"1136",
scaling-x,"0.5",
direct-sold-target-width,"384",
direct-sold-target-height,"288",
backfill-target-width,"320",
backfill-target-height,"200",
name,"NBCConnecticut.com",
address-line1,"1422 New Britain Ave.",
address-line2,"West Hartford, CT 06110",
phone,"860-521-3030",
contact-Info_phone1_contactInfoLabel,"Main",
contact-Info_phone1_contactInfoNumber,"860-521-3030",
contactInfoNumber,"",
contact-Info_phone2_contactInfoLabel,"News",
contact-Info_phone2_contactInfoNumber,"860-313-6300",
contact-Info_phone3_contactInfoLabel,"",
contact-Info_phone3_contactInfoNumber,"",
investigation-phone,"1-800-523-9848",
investigation-email,"troubleshooters@nbcconnecticut.com",
contactInfoLabel,"",
meteorologist-summary-disabled,"false",
market-default-postal-code,"06101",
market-default-location-name,"Hartford, CT",
market-default-dma,"533",
market-default-lat,"41.76",
market-default-long,"-72.67",
scroll-down-animation-hour,"6",
scroll-down-animation-display-sec,"5",
geo-location-prompt-visit-interval,"10",
is-live-promotion,"true",
promotion-type,"tve",
url-schema-ios,"air.com.nbcuni.com.nbcsports.liveextra://",
app-link-ios,"http://www.nbcnewyork.com/templates/nbc_app",
url-schema-android,"air.com.nbcuni.com.nbcsports.liveextra://",
app-link-android,"http://www.nbcnewyork.com/templates/nbc_app"Expected Key,Expected Value,
domain,"www.nbcconnecticut.com",
market-site-key,"har",
launch-image-name,"LaunchImage-har",
ugc-partition-id,"bf2a8d7f-cdbe-4cbb-b2e7-160474ed63cb",
video-autoplay,"true",
push-notification-url-key,"eid",
push-notification-flag-key,"vdo",
comscore-app-name,"NBC Connecticut (Mobile App)",
web-links_search_title,"Search",
